"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"371","BALWAS TIMES","MPHIN/2018/77202","12-04-2019","Hindi","Daily","MUJEEB KHAN","M/S. BALWAS TIMES AND PRINT MEDIA PVT. LTD.","Madhya Pradesh","Ujjain","View        registration details for BALWAS TIMES (MPHIN/2018/77202)"
"372","BANDHAVGARH TIMES","MPHIN/2007/22087","05-12-2007","Hindi","Weekly","ASHOK KUMAR SONI","ASHOK KUMAR SONI","Madhya Pradesh","Umaria","View        registration details for BANDHAVGARH TIMES (MPHIN/2007/22087)"
"373","BANGALORE TIMES","KARENG/2007/20799","10-06-2014","English","Daily","R. J. PRAKASHAN","BENNETT, COLEMAN & CO.LTD","Karnataka","Bengaluru","View        registration details for BANGALORE TIMES (KARENG/2007/20799)"
"374","BANGALORE TIMES OF INDIA","KARENG/2001/05766","06-12-2001","English","Daily","K R RAMESH","BENNETT, COLEMAN & CO.LTD","Karnataka","Bengaluru","View        registration details for BANGALORE TIMES OF INDIA (KARENG/2001/05766)"
"375","BANJARA TIMES","TELBIL/2017/72629","14-07-2017","English, Telugu","Weekly","M. MEENALATHA SREENIVAS","M MEENALATHA SREENIVAS","Telangana","Mumbai","View        registration details for BANJARA TIMES (TELBIL/2017/72629)"
"376","BANKURA TIMES","WBBEN/2009/29544","11-11-2009","Bengali","Weekly","SANTOSH KUMAR RAKSHIT","SANTOSH KUMAR RAKSHIT","West Bengal","Bankura","View        registration details for BANKURA TIMES (WBBEN/2009/29544)"
"377","BAPOLI TIMES","HARHIN/2022/91031","08-07-2025","Hindi","Monthly","BALRAJ","BALRAJ","Haryana","Panipat","View        registration details for BAPOLI TIMES (HARHIN/2022/91031)"
"378","BARABANKI TIMES","UPHIN/2013/50544","26-06-2013","Hindi","Weekly","AVADHESH KUMAR SINGH","AVADHESH KUMAR SINGH","Uttar Pradesh","Bara Banki","View        registration details for BARABANKI TIMES (UPHIN/2013/50544)"
"379","BARAMATI TIMES","MAHMAR/2005/19637","01-05-2007","Marathi","Weekly","SHAIKH SALIM GULAMALLI","SALIM GULAMALI SHAIKH","Maharashtra","Pune","View        registration details for BARAMATI TIMES (MAHMAR/2005/19637)"
"380","BAREILLY TIMES OF INDIA","UPENG/2015/73022","18-08-2017","English","Daily","DHANUSH VIR SINGH","BENNETT, COLEMAN & CO.LTD","Uttar Pradesh","Lucknow","View        registration details for BAREILLY TIMES OF INDIA (UPENG/2015/73022)"
"381","BARLONI TIMES","MAHMAR/2012/43883","06-07-2012","Marathi","Weekly","ATKAR ANKUSH DNYANDEV","ATKAR ANKUSH DNYANDEV","Maharashtra","Solapur","View        registration details for BARLONI TIMES (MAHMAR/2012/43883)"
"382","BARNAGAR TIMES","MPHIN/2016/70777","09-03-2017","Hindi","Weekly","DIPAK DASEDA","DIPAK DASEDA","Madhya Pradesh","Ujjain","View        registration details for BARNAGAR TIMES (MPHIN/2016/70777)"
"383","BARODA TIMES OF INDIA","GUJENG/2001/05697","08-11-2001","English","Daily","HITESH BUDHBHATTI","BENNETT, COLEMAN & CO.LTD","Gujarat","Ahmedabad","View        registration details for BARODA TIMES OF INDIA (GUJENG/2001/05697)"
"384","BARSALI TIMES","UTTHIN/2019/77092","28-03-2019","Hindi","Weekly","DIGBEER SINGH BISHT","DIGBEER SINGH BISHT","Uttarakhand","Uttarkashi","View        registration details for BARSALI TIMES (UTTHIN/2019/77092)"
"385","BARSHI JANATA TIMES","70980","14-09-1998","Marathi","Weekly","SANTOSH ARVIND SURYAWANSHI","SANTOSH ARVIND SURYAWANSHI","Maharashtra","Solapur","View        registration details for BARSHI JANATA TIMES (70980)"
"386","BASANTI TIMES","MPHIN/2004/12313","23-02-2004","Hindi","Monthly","KULDIP SINGH BOHRA","KULDIP SINGH BOHRA","Madhya Pradesh","Bhopal","View        registration details for BASANTI TIMES (MPHIN/2004/12313)"
"387","BASAV TIMES","MAHKAN/2012/72478","03-07-2017","Kannada","Weekly","REVANSIDHA ALIES BABURAO MANIKRAO GADMIRE","REVANSIDHA ALIES BABURAO MANIKRAO GADMIRE","Maharashtra","Solapur","View        registration details for BASAV TIMES (MAHKAN/2012/72478)"
"388","BASTI NEWS TIMES","UPHIN/2016/69382","17-11-2016","Hindi","Weekly","RAJESH KUMAR PANDEY","RAJESH KUMAR PANDEY","Uttar Pradesh","Basti","View        registration details for BASTI NEWS TIMES (UPHIN/2016/69382)"
"389","BASTI NEWS TIMES","UPHIN/2023/90653","23-04-2025","Hindi","Daily","RAJESH KUMAR PANDEY","RAJESH KUMAR PANDEY","Uttar Pradesh","Basti","View        registration details for BASTI NEWS TIMES	 (UPHIN/2023/90653)"
"390","BASTI TIMES","UPHIN/2006/20331","04-07-2007","Hindi","Weekly","SUNIL KUMAR MISHRA","SUNIL KUMAR MISHRA","Uttar Pradesh","Basti","View        registration details for BASTI TIMES (UPHIN/2006/20331)"
"391","BASTI TIMES","UPHIN/2014/61396","20-04-2015","Hindi","Daily","SUNIL KUMAR MISHRA","SUNIL KUMAR MISHRA","Uttar Pradesh","Basti","View        registration details for BASTI TIMES (UPHIN/2014/61396)"
"392","BASU SAMACHAR TIMES","MPHIN/2010/33237","09-08-2010","Hindi","Weekly","LAXMI NARAYAN VERMA","LAXMI NARAYAN VERMA","Madhya Pradesh","Bhopal","View        registration details for BASU SAMACHAR TIMES (MPHIN/2010/33237)"
"393","BATESHWAR TIMES","UPHIN/2019/80582","22-10-2021","Hindi","Monthly","AMIT KUMAR PANDEY","AMIT KUMAR PANDEY","Uttar Pradesh","Jaunpur","View        registration details for BATESHWAR TIMES (UPHIN/2019/80582)"
"394","BAUGHPAT TIMES","UPHIN/2013/50102","31-05-2013","Hindi","Daily","PREM VACHAN","PREM VACHAN","Uttar Pradesh","Baghpat","View        registration details for BAUGHPAT TIMES (UPHIN/2013/50102)"
"395","BAUGHPAT TIMES","UPHIN/2004/15280","20-08-2004","Hindi","Weekly","PREM VACHAN","PREM VACHAN","Uttar Pradesh","Uttar Pradesh","View        registration details for BAUGHPAT TIMES (UPHIN/2004/15280)"
"396","BAVIYAAN TIMES","UTTHIN/2012/42388","17-05-2012","Hindi","Daily","MANJU GUPTA","MANJU GUPTA","Uttarakhand","Dehradun","View        registration details for BAVIYAAN TIMES (UTTHIN/2012/42388)"
"397","BAWAN AVATAR TIMES","UPHIN/2022/84427","23-05-2023","Hindi","Weekly","ANKUR GUPTA","ANKUR GUPTA","Uttar Pradesh","Kanpur Nagar","View        registration details for BAWAN AVATAR TIMES (UPHIN/2022/84427)"
"398","BAZAR TIMES","RAJHIN/2015/63181","13-07-2015","Hindi","Daily","ROHIT KALLA","ROHIT KALLA","Rajasthan","Jodhpur","View        registration details for BAZAR TIMES (RAJHIN/2015/63181)"
"399","BAZPUR TIMES","UTTHIN/2012/44097","12-07-2012","Hindi","Weekly","LAKHBIR SINGH","LAKHBIR SINGH","Uttarakhand","Udham Singh Nagar","View        registration details for BAZPUR TIMES (UTTHIN/2012/44097)"
"400","BEBAK KHABAR TIMES","UPHIN/2014/63470","28-07-2015","Hindi","Weekly","AJAY KUMAR GUPTA","AJAY KUMAR GUPTA","Uttar Pradesh","Sonbhadra","View        registration details for BEBAK KHABAR TIMES (UPHIN/2014/63470)"
"401","BEDHADAK TIMES","MAHMAR/2021/87769","05-07-2024","MARATHI","Weekly","KAILAS SHRIHARI SALVE","KAILAS SHRIHARI SALVE","Maharashtra","","View        registration details for BEDHADAK TIMES (MAHMAR/2021/87769)"
"402","BEENA TIMES","UTTHIN/2008/26782","12-01-2009","Hindi","Fortnightly","BEENA GULATI","BEENA GULATI","Uttarakhand","Dehradun","View        registration details for BEENA TIMES (UTTHIN/2008/26782)"
"403","BEGUMPET TIMES","TELBIL/2017/72549","06-07-2017","English, Telugu","Weekly","M. MEENALATHA SREENIVAS","M MEENALATHA SREENIVAS","Telangana","Hyderabad","View        registration details for BEGUMPET TIMES (TELBIL/2017/72549)"
"404","BELAGAVI TIMES","KARBIL/2015/63557","03-08-2015","English, Kannada","Monthly","ISHWAR MARUTI GUDAJ","ISHWAR MARUTI GUDAJ","Karnataka","Belagavi","View        registration details for BELAGAVI TIMES (KARBIL/2015/63557)"
"405","BELAPUR TIMES","MAHMAR/2010/32682","16-06-2010","Marathi","Weekly","RAHUL SURESH BANSODE","RAHUL SURESH BANSODE","Maharashtra","Thane","View        registration details for BELAPUR TIMES (MAHMAR/2010/32682)"
"406","BELGAUM TIMES OF INDIA","KARENG/2013/51544","22-08-2013","English","Daily","R.J. PRAKASHAN","BENNETT, COLEMAN & CO.LTD","Karnataka","Dharwad","View        registration details for BELGAUM TIMES OF INDIA (KARENG/2013/51544)"
"407","BELLARY TIMES","TNBIL/2012/45709","11-10-2012","English, Kannada","Fortnightly","F. GEORGE","F. GEORGE","Tamil Nadu","Chennai","View        registration details for BELLARY TIMES (TNBIL/2012/45709)"
"408","BEMETARA TIMES","CTHIN/26/A0877","04-02-2026","Hindi","Daily","Sufal Das Manikpuri","Sufal Das Manikpuri","Chhattisgarh","Bemetara","View        registration details for BEMETARA TIMES (CTHIN/26/A0877)"
"409","BEMISAAL TIMES","UPHIN/2023/88761","30-08-2024","HINDI","Weekly","SANDEEP KUMAR VERMA","SANDEEP KUMAR VERMA","Uttar Pradesh","Ambedkar Nagar","View        registration details for BEMISAAL TIMES (UPHIN/2023/88761)"
"410","BENAK TIMES","KARKAN/2008/23419","26-03-2008","Kannada","Monthly","SAYABANNA SIDDAPPA BENAKANAHALLI","SAYABANNA SIDDAPPA BENAKANAHALLI","Karnataka","Bijapur","View        registration details for BENAK TIMES (KARKAN/2008/23419)"
"411","BENGALOORU TIMES","KARKAN/2007/22483","08-01-2008","Kannada","Daily","D. V. DWARAKNATH","BENNETT, COLEMAN & CO.LTD","Karnataka","Bengaluru","View        registration details for BENGALOORU TIMES (KARKAN/2007/22483)"
"412","BERAR TIMES","MAHMAR/2011/46510","20-11-2012","Marathi","Weekly","KHEMENDRA HIRDILAL KATRE","KHEMENDRA HIRDILAL KATRE","Maharashtra","Gondiya","View        registration details for BERAR TIMES (MAHMAR/2011/46510)"
"413","BEROZGAR TIMES","26015","02-04-1973","Hindi","Weekly","MOHD RAFIQ KHAN","MOHD RAFIQ KHAN","Madhya Pradesh","Bhopal","View        registration details for BEROZGAR TIMES (26015)"
"414","BETMA TIMES","50094","29-05-1989","Hindi","Weekly","DHANNALAL","DHANNALAL","Madhya Pradesh","Indore","View        registration details for BETMA TIMES (50094)"
"415","BEYOND TIMES","UPENG/2021/82753","09-11-2022","English","Weekly","SHASHWAT MALHOTRA","SHASHWAT MALHOTRA","Uttar Pradesh","Lucknow","View        registration details for BEYOND TIMES (UPENG/2021/82753)"
"416","BEZAVADA TIMES","APTEL/2011/42634","28-05-2012","Telugu","Monthly","M.VENU GOPAL","MURALA VENUGOPAL","Andhra Pradesh","Krishna","View        registration details for BEZAVADA TIMES (APTEL/2011/42634)"
"417","BHACHAU TIMES","GUJGUJ/2023/88770","02-09-2024","GUJARATI","Bimonthly (Once in two months)","ASLAM ALARAKHA SOLANKI","ASLAM ALARAKHA SOLANKI","Gujarat","Kutch","View        registration details for BHACHAU TIMES (GUJGUJ/2023/88770)"
"418","BHADAVAR TIMES","DELHIN/2003/12394","27-04-2012","HINDI","Fortnightly","AVDHESH SINGH","AVDHESH SINGH","Delhi","","View        registration details for BHADAVAR TIMES (DELHIN/2003/12394)"
"419","BHADESHWAR NATH TIMES","UPHIN/2022/85962","21-12-2023","Hindi","Weekly","RAKESH KUMAR GIRI","RAKESH KUMAR GIRI","Uttar Pradesh","Basti","View        registration details for BHADESHWAR NATH TIMES (UPHIN/2022/85962)"
"420","BHADRA TIMES","MPHIN/2023/85006","21-06-2023","Hindi","Monthly","SHIVAM TIWARI","SHIVAM TIWARI","Madhya Pradesh","Narsimhapur","View        registration details for BHADRA TIMES (MPHIN/2023/85006)"
"421","BHADRA TIMES","MPHIN/2023/85108","24-07-2023","Hindi","Monthly","SHIVAM TIWARI","SHIVAM TIWARI","Madhya Pradesh","Shahdol","View        registration details for BHADRA TIMES (MPHIN/2023/85108)"
"422","BHADRA TIMES","MPHIN/2017/72073","01-06-2017","Hindi","Monthly","SHIVAM TIWARI","SHIVAM TIWARI","Madhya Pradesh","Jabalpur","View        registration details for BHADRA TIMES (MPHIN/2017/72073)"
"423","BHADRA TIMES","MPHIN/2023/87251","14-05-2024","Hindi","Daily","SHIVAM TIWARI","SHIVAM TIWARI","Madhya Pradesh","Madhya Pradesh","View        registration details for BHADRA TIMES (MPHIN/2023/87251)"
"424","BHADRA TIMES","MPHIN/2023/87019","26-04-2024","Hindi","Monthly","SHIVAM TIWARI","SHIVAM TIWARI","Madhya Pradesh","Madhya Pradesh","View        registration details for BHADRA TIMES (MPHIN/2023/87019)"
"425","BHADRA TIMES","MPHIN/2022/87250","14-05-2024","Hindi","Daily","SHIVAM TIWARI","SHIVAM TIWARI","Madhya Pradesh","Jabalpur","View        registration details for BHADRA TIMES (MPHIN/2022/87250)"
"426","BHADRAWATI TIMES","MPHIN/2023/86394","12-02-2024","Hindi","Daily","IMARAN KHAN MANSURI","IMARAN KHAN MANSURI","Madhya Pradesh","Datia","View        registration details for BHADRAWATI TIMES (MPHIN/2023/86394)"
"427","BHAGAVAN TIMES","APTEL/2014/57923","22-10-2014","Telugu","Monthly","GADDAM SREEDHER","GADDAM SREEDHAR","Andhra Pradesh","Anantapur","View        registration details for BHAGAVAN TIMES (APTEL/2014/57923)"
"428","BHAGIRATHI TIMES","UTTHIN/2008/25674","17-09-2008","Hindi","Weekly","NARENDRA KUMAR","NARENDRA KUMAR","Uttarakhand","Dehradun","View        registration details for BHAGIRATHI TIMES (UTTHIN/2008/25674)"
"429","BHAGWAT TIMES","UPHIN/2013/54040","20-01-2014","HINDI","Weekly","KAIF ALI SIDDIQUE","KAIF ALI SIDDIQUE","Uttar Pradesh","Gorakhpur","View        registration details for BHAGWAT TIMES (UPHIN/2013/54040)"
"430","BHAGWAT TIMES","UPHIN/2014/59538","12-01-2015","HINDI","Daily","KAIF ALI SIDDIQUE","KAIF ALI SIDDIQUE","Uttar Pradesh","Gorakhpur","View        registration details for BHAGWAT TIMES (UPHIN/2014/59538)"
"431","BHAGYANAGAR TIMES","37769","01-10-1981","Urdu","Daily","MD. ALI HASHMATH","MD. ALI HASHMATH","Telangana","Hyderabad","View        registration details for BHAGYANAGAR TIMES (37769)"
"432","BHAGYANAGAR TIMES","37770","13-08-1981","Urdu","Weekly","HAFIZ YOUSUF ZOHRI","HAFIZ YOUSUF ZOHRI","Telangana","Hyderabad","View        registration details for BHAGYANAGAR TIMES (37770)"
"433","BHAIRAO TIMES","MAHMAR/2001/03604","18-12-2000","Marathi","Daily","BHABUTMAL HIRACHANDJI SHAHA","BHABUTMAL HIRACHANDJI SHAHA","Maharashtra","Ratnagiri","View        registration details for BHAIRAO TIMES (MAHMAR/2001/03604)"
"434","BHAMASHA TIMES","GUJHIN/2009/28980","16-09-2009","Hindi","Fortnightly","SURESH KANHAIYALAL MALANI","SURESH KANHAIYALAL MALANI","Gujarat","Ahmedabad","View        registration details for BHAMASHA TIMES (GUJHIN/2009/28980)"
"435","BHANU TIMES","GUJGUJ/2008/27227","04-03-2009","Gujarati","Weekly","JANAK KESHAV BHANUSHALI","JANAK KESHAV BHANUSHALI","Gujarat","Valsad","View        registration details for BHANU TIMES (GUJGUJ/2008/27227)"
"436","BHANWAR TIMES","UTTHIN/2015/66845","03-05-2016","Hindi","Weekly","SUMAN","SUMAN","Uttarakhand","Haridwar","View        registration details for BHANWAR TIMES (UTTHIN/2015/66845)"
"437","BHARASHTACHAR UNMOOLAN TIMES","MPHIN/2012/47071","17-12-2012","Hindi","Weekly","KAILAS NARAYAN SHARMA","KAILAS NARAYANA SHARMA","Madhya Pradesh","Vidisha","View        registration details for BHARASHTACHAR UNMOOLAN TIMES (MPHIN/2012/47071)"
"438","BHARAT BHU TIMES","63589","27-11-1990","Hindi","Weekly","PRADEEP SHUKLA","PRADEEP SHUKLA","Uttar Pradesh","Kanpur Nagar","View        registration details for BHARAT BHU TIMES (63589)"
"439","BHARAT DISHA TIMES","GUJGUJ/2014/54989","20-03-2014","Gujarati","Daily","AGRAWAL PAWANKUMAR RAMSWROOP","AGRAWAL PAWANKUMAR RAMSWROOP","Gujarat","Banaskantha","View        registration details for BHARAT DISHA TIMES (GUJGUJ/2014/54989)"
"440","BHARAT EKTA TIMES","UPHIN/2016/68605","06-09-2016","Hindi","Weekly","BEENU GUPTA","MEDIATEXT PVT LTD","Uttar Pradesh","Varanasi","View        registration details for BHARAT EKTA TIMES (UPHIN/2016/68605)"
"441","BHARAT EKTA TIMES","UPHIN/2013/53226","26-11-2013","Hindi","Daily","BEENU GUPTA","MEDIATEXT PVT.LTD.","Uttar Pradesh","Varanasi","View        registration details for BHARAT EKTA TIMES (UPHIN/2013/53226)"
"442","BHARAT MATA TIMES","66901","01-08-1996","Hindi","Weekly","SURAJ SINGH","SURAJ SINGH","Madhya Pradesh","Bhopal","View        registration details for BHARAT MATA TIMES (66901)"
"443","BHARAT RATAN DR.AMBEDKAR TIMES","UPHIN/2003/11588","29-09-2003","Hindi","Monthly","KRISHNA MURARI JATAV","KRISHNA MURARI JATAV","Uttar Pradesh","Ghaziabad","View        registration details for BHARAT RATAN DR.AMBEDKAR TIMES (UPHIN/2003/11588)"
"444","BHARAT RATAN DR.AMBEDKAR TIMES","71647","17-05-1999","Hindi","Monthly","KRISHAN MURARI JATAV","KRISHNA MURARI JATAV","Delhi","New Delhi","View        registration details for BHARAT RATAN DR.AMBEDKAR TIMES (71647)"
"445","BHARAT SHREYA TIMES","UPHIN/2014/61128","08-04-2015","Hindi","Weekly","MANISHANKAR SINHA","MANISHANKAR SINHA","Uttar Pradesh","Sonbhadra","View        registration details for BHARAT SHREYA TIMES (UPHIN/2014/61128)"
"446","BHARAT SWABHIMAN TIMES","DELHIN/2020/80002","06-07-2021","Hindi","Weekly","ANURADHA TYAGI","ANURADHA TYAGI","Delhi","New Delhi","View        registration details for BHARAT SWABHIMAN TIMES (DELHIN/2020/80002)"
"447","BHARAT TIMES","72309","12-10-1999","Gujarati","Weekly","LAXMANBHAI B. PATEL","LAXMANBHAI B. PATEL","Gujarat","Gandhinagar","View        registration details for BHARAT TIMES (72309)"
"448","BHARAT TIMES","GUJGUJ/2005/25388","26-08-2008","Gujarati","Daily","LAXMANBHAI B. PATEL","LAXMANBHAI B. PATEL","Gujarat","Gandhinagar","View        registration details for BHARAT TIMES (GUJGUJ/2005/25388)"
"449","BHARAT TIMES","6962","16-11-1962","Urdu","Weekly","TEK CHAND BHARTI","TEK CHAND BHARTI","Uttar Pradesh","Saharanpur","View        registration details for BHARAT TIMES (6962)"
"450","BHARAT TIMES","KARKAN/2022/82407","12-10-2022","Kannada","Weekly","KAMALAPPA DODASHYANATTI","KAMALAPPA DODASHYANATTI","Karnataka","Belagavi","View        registration details for BHARAT TIMES (KARKAN/2022/82407)"
"451","BHARAT TIMES","JKENG/2013/51485","14-08-2013","English","Daily","KANCHAN KUMARI","KANCHAN KUMARI","Jammu and Kashmir","Jammu","View        registration details for BHARAT TIMES (JKENG/2013/51485)"
"452","BHARAT TIMES","APTEL/2011/42073","08-05-2012","Telugu","Fortnightly","A. SALOMI","A. SALOMI","Andhra Pradesh","Kurnool","View        registration details for BHARAT TIMES (APTEL/2011/42073)"
"453","BHARAT TIMES SAJAG","DELHIN/2011/39842","30-11-2011","Hindi","Weekly","RAJESH TYAGI","RAJESH TYAGI","Delhi","New Delhi","View        registration details for BHARAT TIMES SAJAG (DELHIN/2011/39842)"
"454","BHARAT TIMES SAJAG","DELHIN/2003/10350","19-05-2003","Hindi","Fortnightly","RAJESH TYAGI","RAJESH TYAGI","Delhi","New Delhi","View        registration details for BHARAT TIMES SAJAG (DELHIN/2003/10350)"
"455","Bharat times sajag","HRHIN/26/A1301","19-02-2026","Hindi","Daily","RAJESH TYAGI","RAJESH TYAGI","Haryana","Sonipat","View        registration details for Bharat times sajag (HRHIN/26/A1301)"
"456","BHARAT TIMES SAJAG","DELHIN/2012/42661","29-05-2012","Hindi","Daily","RAJESH TYAGI","RAJESH TYAGI","Delhi","New Delhi","View        registration details for BHARAT TIMES SAJAG (DELHIN/2012/42661)"
"457","BHARATIYA SUBHASH TIMES","UPHIN/2004/16063","12-08-2004","Hindi","Weekly","ARVIND PRATAP SINGH","ARVIND PRATAP SINGH","Uttar Pradesh","Lucknow","View        registration details for BHARATIYA SUBHASH TIMES (UPHIN/2004/16063)"
"458","BHARATIYA SUBHASH TIMES","UPHIN/2005/16039","09-08-2005","Hindi","Monthly","ARVIND PRATAP SINGH","ARVIND PRATAP SINGH","Uttar Pradesh","Lucknow","View        registration details for BHARATIYA SUBHASH TIMES (UPHIN/2005/16039)"
"459","BHARGAV TIMES","MPHIN/2009/37005","29-04-2011","Hindi","Monthly","ANITA RAJESH BHARGAV","ANITA RAJESH BHARGAV","Madhya Pradesh","Bhopal","View        registration details for BHARGAV TIMES (MPHIN/2009/37005)"
"460","BHAROSA TIMES","UPHIN/2013/50497","25-06-2013","Hindi","Weekly","MOHD SHAMEEM","MOHAMMAD SHAMEEM","Uttar Pradesh","Lucknow","View        registration details for BHAROSA TIMES (UPHIN/2013/50497)"
"461","BHARSHTACHAR SUDHARAK TIMES","UPHIN/2006/28818","21-08-2009","Hindi","Weekly","RAJ KUMAR RUHELA","RAJ KUMAR RUHELA","Uttar Pradesh","Saharanpur","View        registration details for BHARSHTACHAR SUDHARAK TIMES (UPHIN/2006/28818)"
"462","BHARTRIHARI TIMES","RAJHIN/2017/74403","15-01-2018","Hindi","Fortnightly","SARVESH JAIN","SARVESH JAIN","Rajasthan","Alwar","View        registration details for BHARTRIHARI TIMES (RAJHIN/2017/74403)"
"463","BHATNER TIMES","RAJHIN/2012/50419","21-06-2013","Hindi","Fortnightly","VIKAS GOYAL","VIKAS GOYAL","Rajasthan","Hanumangarh","View        registration details for BHATNER TIMES (RAJHIN/2012/50419)"
"464","BHAVESH TIMES","DELHIN/2014/55505","02-05-2014","Hindi","Weekly","V S BABLI CHAUDHARY","V.S. BABLI CHAUDHARY","Delhi","New Delhi","View        registration details for BHAVESH TIMES (DELHIN/2014/55505)"
